id,clee,nom_estab,raz_social,codigo_act,nombre_act,per_ocu,tipo_vial,nom_vial,tipo_v_e_1,nom_v_e_1,tipo_v_e_2,nom_v_e_2,tipo_v_e_3,nom_v_e_3,numero_ext,letra_ext,edificio,edificio_e,numero_int,letra_int,tipo_asent,nomb_asent,tipoCenCom,nom_CenCom,num_local,cod_postal,cve_ent,entidad,cve_mun,municipio,cve_loc,localidad,ageb,manzana,telefono,correoelec,www,tipoUniEco,latitud,longitud,fecha_alta
6318044,09010327410000014011000000U8,GRUPO CALIDRA,GRUPO CALIDRA SA DE CV,551111,Corporativos,5,CALLE,VASCO DE QUIROGA,CALLE,ERNESTO DOMÍNGUEZ A.,CALLE,AGUSTÍN MANUEL CHÁVEZ,CIRCUITO,GUILLERMO GONZALEZ CAMARENA,1800,,1800,PISO 4,,,COLONIA,CENTRO CIUDAD DE SANTA FE,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE CANTERA,1800,1210,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1542,43,,JLOZADA@CALIDRA.COM,WWW.CALIDRA.COM,Fijo,19.36671871,-99.26373075,2010-07
6859064,09015487110000275010000000U6,GRUPO CORDINADO DE ALBA,GRUPO CORDINADO DE ALBA SA DE CV,551111,Corporativos,100,CALLE,SOTO,CALLE,MAGNOLIA,CALLE,MOCTEZUMA,CALLE,LERDO,159,,,,,,COLONIA,GUERRERO,,,,6300,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,574,14,,AURELIOCONTA@ODEALBA.COM.MX,,Fijo,19.44319155,-99.14395809,2019-04
6714620,09016221110000214011000000U4,GRUPO DRAGÓN,REM REGENERACION ELECTRICA MEXICANA SA DE CV,551112,Tenedoras de acciones,5,AVENIDA,PASEO DE LA REFORMA,,MONTES URALES NORTE,,F.C. DE CUERNAVACA (CICLOP,,VOLCAN,155,,OTRO CONGLOMERADO,PISO 3,,,COLONIA,LOMAS DE CHAPULTEPEC I SECCION,OTRO CONGLOMERADO,POSADAS,SN,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,849,2,,BOFISCALVH@GMAIL.COM,,Fijo,19.42750595,-99.20449912,2016-01
6319141,09012551112000041001000000U6,GRUPO ELEKTRA,GRUPO ELEKTRA SAPI DE CV,551112,Tenedoras de acciones,10,PERIFERICO,INSURGENTES SUR,PERIFERICO,NINGUNO,CALLE,CAMINO A SANTA TERESA,AVENIDA,NINGUNO,3579,,TORRE 2,PISO 2,,,COLONIA,MIGUEL HIDALGO,,,,14020,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,93,11,,NOE.CORTES@ELEKTRA.COM.MX,WWW.GRUPOELEKTRA.COM.MX,Fijo,19.29699949,-99.1854044,2010-07
6310079,09008551111000015001000000U0,GRUPO EMPRESARIAL ÁNGELES,GRUPO EMPRESARIAL ANGELES SA DE CV,551111,Corporativos,250,CALLE,CAMINO A SANTA TERESA,CALLE,CERRADA LOS ÁNGELES,CALLE,CERRADA LOS ÁNGELES,CALLE,CAMINO A SANTA TERESA,1055,,,,14,,COLONIA,HEROES DE PADIERNA,,,,10700,9,Ciudad de México,8,La Magdalena Contreras,1,La Magdalena Contreras                                                                                        ,283,31,,OSCAR.MARTINEZ@GRUPOEMPRESARIALANGELES.COM.MX,WWW.GRUPOEMPRESARIALANGELES.COM.MX,Fijo,19.31112773,-99.22145532,2010-07
9232037,11037488210000041000000000U9,GRUPO FERROVIARIO MEXICANO,GRUPO FERROVIARIO MEXICANO SA DE CV,551112,Tenedoras de acciones,5,CALLE,BOSQUES  DE CIRUELOS,CALLE,OYAMELES,CALLE,MIMOSAS,CALLE,SAUCES,99,,,,,,COLONIA,BOSQUES DE LAS LOMAS,,,,11700,9,Ciudad de México,2,Azcapotzalco,1,Azcapotzalco                                                                                                  ,186,19,,,WWW.FERROMEX.COM.MX,Fijo,19.49403849,-99.19739594,2020-04
6430556,09012551112000021000000000U8,GRUPO FINANCIERO ASERTA,GRUPO FINANCIERO ASERTA SA DE CV,551112,Tenedoras de acciones,5,BOULEVARD,PERIFERICO SUR,CALLE,ALBORADA,AVENIDA,INSURGENTES SUR,CALLE,ALBORADA,4829,,TORRE JADE,PISO 8,,,COLONIA,PARQUES DEL PEDREGAL,,,,14010,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,74,15,,FHERNANDEZ@ASERTA.COM.MX,,Fijo,19.30150855,-99.19134489,2010-07
9315729,09015551111000501000000000U4,GRUPO FINANCIERO BANAMEX,GRUPO FINANCIERO BANAMEX SA DE CV,551111,Corporativos,5,AVENIDA,ISABEL LA CATÓLICA,CALLE,VENUSTIANO CARRANZA,CALLE,16 DE SEPTIEMBRE,CALLE,DE LA PALMA,44,,,,,,COLONIA,CENTRO,,,,6000,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,729,4,,ERIKA.SANCHEZOLMOS@CITIBANAMEX.COM,BANAMEX.COM,Fijo,19.43534597,-99.1541806,2020-11
6258755,09015551111000141000000000U9,GRUPO FINANCIERO BARCLAYS MÉXICO SA DE CV,GRUPO FINANCIERO BARCLAYS MÉXICO SA DE CV,551111,Corporativos,5,,Paseo de la Reforma,CALLE,Río Elba,CALLE,Río Ródano,CALLE,Río Atoyac,505,,,,0,,COLONIA,CUAUHTEMOC,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE MAYOR,,6500,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,930,14,,DESK.RECEPCION@BARCLAYS.COM,,Fijo,19.42389337,-99.17525157,2010-07
6258753,09014551111000011100000000U7,GRUPO FINANCIERO BBVA MEXICO,GRUPO FINANCIERO BBVA MEXICO SA DE CV,551111,Corporativos,5,AVENIDA,PASEO DE LA REFORMA,CALLE,BURDEOS,CALLE,NINGUNO,AVENIDA,PASEO DE LA REFORMA,510,,TORRE BBVA,PISO 40,0,,COLONIA,JUÁREZ,,,,6600,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,945,19,,EDITH.RUBIO@BBVA.COM,WWW.BBVA.COM,Fijo,19.42313567,-99.17485631,2010-07
6309522,09016551111000051010000000U8,GRUPO FINANCIERO CREDIT SUISSE MÉXICO,GRUPO FINANCIERO CREDIT SUISSE MEXICO SA DE CV,551112,Tenedoras de acciones,5,,BOULEVARD PRESIDENTE MANUEL AVILA CAMACHO,,,,,,,115,,,,,,,LOMAS DE CHAPULTEPEC,,,,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,730,11,,,,Fijo,19.43214226,-99.20938493,2010-07
9229600,09010551111000222000000000U8,GRUPO FINANCIERO SANTANDER MEXICO,GRUPO FINANCIERO SANTANDER MEXICO SA DE CV,551111,Corporativos,5,AVENIDA,México-Toluca (Prolongación Paseo de la Reforma),CALLE,Manuel Sandoval,CALLE,GULLERMO HARO,AVENIDA,Vasco de Quiroga,500,,,,0,,COLONIA,SANTA FE,,,,1210,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1379,63,,HRESENDIZ@SANTANDER.COM.MX,WWW.SANTANDER.COM.MX,Fijo,19.37684845,-99.25704176,2020-04
6430877,09015551112000051001000000U8,GRUPO FINANCIERO VE POR MAS,GRUPO FINANCIERO VE POR MAS ,551112,Tenedoras de acciones,30,AVENIDA,Paseo de la Reforma,CALLE,Río Guadalquivir,EJE VIAL,2 Poniente (Río Tíber),CALLE,Río Volga,365,,,,0,,COLONIA,CUAUHTEMOC,,,,6500,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,930,3,,,,Fijo,19.42676842,-99.16901302,2010-07
8939833,09004551112000205000000000U4,GRUPO GICSA,GRUPO GICSA SAB DE CV,551112,Tenedoras de acciones,100,AVENIDA,PASEO DE  TAMARINDOS,CALLE,BOSQUES DE ALISOS,CALLE,NINGUNO,AVENIDA,BOSQUE DE PIÑONEROS,0,,EDIFICIO SIN NOMBRE,PISO 23,0,,COLONIA,BOSQUES DE LAS LOMAS,,,,5120,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,195,1,,,,Fijo,19.38692419,-99.25282763,2019-11
6310122,09016551111000584000048980M8,GRUPO GIGANTE,GRUPO GIGANTE ,551111,Corporativos,50,AVENIDA,EJÉRCITO NACIONAL MEXICANO,PROLONGACION,MOLIERE,CERRADA,MIGUEL DE CERVANTES SAAVEDRA,BOULEVARD,MIGUEL DE SERVANTES SAVEDRA,769,,CENTRO Y PLAZA COMERCIAL,PISO 12,,,COLONIA,GRANDA,CENTRO Y PLAZA COMERCIAL,CORPORATIVO MIYANA,,11520,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,660,14,,,,Fijo,19.43751653,-99.18650481,2010-07
6310123,09016551111000342000000000U1,GRUPO HERDEZ,GRUPO HERDEZ ,551111,Corporativos,5,AVENIDA,SAN BARTOLO NAUCALPAN,CALLE,CALLE MONTES URALES,CALLE,Prado Sur,AVENIDA,MONTE PELVOUX,215,,,,0,,COLONIA,LOMAS DE CHAPULTEPEC,,,,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,995,18,,,,Fijo,19.42527109,-99.20457884,2010-07
6319250,09015551111000281000000000U3,GRUPO HERMES SA DE CV,GRUPO HERMES SA DE CV,551111,Corporativos,5,AVENIDA,PASEO DE LA REFORMA,CALLE,RÍO GUADALQUIVIR,CALLE,RÍO NILO,CALLE,RÍO VOLGA,383,,EDIFICIO BANORTE,PISO 8,8,,COLONIA,CUAUHTÉMOC,,,,6500,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,930,4,,LMARTINEZIN@GRUPOHERMES.COM.MX,,Fijo,19.42626491,-99.17012404,2011-03
6317382,09010551111000091000000000U7,GRUPO HOTELERO BRISAS,GRUPO HOTELERO BRISAS SA DE CV,551111,Corporativos,5,AVENIDA,UNIVERSIDAD,CALLE,MINERVA,AVENIDA,VITO ALESSIO ROBLES,CALLE,MARGARITAS,1571,,,,,,COLONIA,FLORIDA,,,,1030,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1063,3,,ALMA.HERNANDEZ@BRISAS.COM.MX,,Fijo,19.35247645,-99.17730675,2012-06
6258443,09010551112000081000000000U6,GRUPO HUESCA,GRUPO HUESCA SA DE CV,551112,Tenedoras de acciones,5,AUTOPISTA,MÉXICO-TOLUCA (PROLONGACIÓN PASEO DE LA REFORMA),CALLE,B,OTRO (ESPECIFIQUE),SIN REFERENCIA,AVENIDA,ERNESTO J. PIPER,115,,6,PISO 6,608,,COLONIA,PASEO DE LAS LOMAS,,,,1330,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1379,69,,GRUPOSOMER@YAHOO.COM.MX,,Fijo,19.37357087,-99.2639143,2012-06
6881959,09016551112000325001000000U4,GRUPO HYC,GRUPO HYC SA DE CV,551112,Tenedoras de acciones,50,CALLE,LOPE DE VEGA,AVENIDA,EJÉRCITO NACIONAL MEXICANO,AVENIDA,HOMERO,CALLE,HEGEL,117,,117,PISO 6,603,,COLONIA,POLANCO V SECCION,,,,11560,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,660,11,,LILIANA.LOPEZ@GRUPOHYCSA.COM,WWW.GRUPOHYCSA.COM,Fijo,19.43690293,-99.18720536,2019-04
6317222,09012551111000021001000000U0,GRUPO MAYPO SA DE CV,GRUPO MAYPO SA DE CV,551112,Tenedoras de acciones,5,CALZADA,CALZADA DE TLALPAN,CALZADA,CALZADA DEL HUESO,CALLE,MORELOS,CALLE,EL BORDO,3222,,,,,,COLONIA,VIEJO EJIDO DE SANTAURSULA,,,,4980,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,360,2,,ROCIO.ARIAS@PHSS.MX,,Fijo,19.28837874,-99.18016568,2011-03
6314994,09004551111000281001000000U7,GRUPO MEXICANO DE DESARROLLO,GRUPO MEXICANO DE DESARROLLO SAPI DE CV,551111,Corporativos,30,CARRETERA,FEDERAL MÉXICO-TOLUCA,CALLE,COAHUILA,AVENIDA,VERACRUZ,CALLE,JOSÉ MARÍA CASTORENA,4000,,OFICINAS CORPORATIVAS,PISO 1,0,,COLONIA,CUAJIMALPA,EDIFICIO COMERCIAL Y DE SERVICIOS,OFICINAS CORPORATIVAS,SN,5000,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,91,5,,,WWW.GMD.COM.MX,Fijo,19.35093169,-99.29866808,2011-03
6305200,09016551112000071001000000U4,GRUPO MEXICO,GRUPO MEXICO SAB DE CV,551112,Tenedoras de acciones,5,AVENIDA,CAMPOS ELÍSEOS,AVENIDA,MOLIERE,CALLE,ANDADOR JESÚS CAMACHO MORELOS,CALLE,MONTE ELBRUZ,400,,,,,,COLONIA,LOMAS DE CHAPULTEPEC,,,,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,849,19,,,,Fijo,19.42960851,-99.20292772,2010-07
6418170,09004551111000366001040154M6,GRUPO MRP,MRP CKD  S DE RL DE CV,551111,Corporativos,5,CALLE,PASEO DE LOS TAMARINDOS,CALLE,NINGUNO,CALLE,BOSQUE DE ALISOS,CALLE,NINGUNO,90,TORRE II,EDIFICIO SIN NOMBRE,PISO 3,3,,COLONIA,BOSQUE DE LAS LOMAS,EDIFICIO COMERCIAL Y DE SERVICIOS,ARCOS BOSQUES,SN,5120,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,195,1,,CONTABILIDAD@DTMAC.COM.MX,,Fijo,19.386892,-99.25287333,2014-12
8915325,09004551111000491000040154S2,GRUPO MRP,MRP CKD SC DE RL DE CV,551111,Corporativos,5,AVENIDA,PASEO DE LOS TAMARINDOS,AVENIDA,BOSQUE DE LOS TABACHINES,AVENIDA,BOSQUE DE RADIATAS,AVENIDA,BOSQUE DE PIÑONEROS,90,2,ARCOS BOSQUES TORRE 2,PISO 3,3,,COLONIA,BOSQUE DE LAS LOMAS,OTRO CONGLOMERADO,ARCOS BOSQUES,SN,5120,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,195,1,,CVALADEZ@MRP.COM.MX,,Fijo,19.38802584,-99.25128302,2019-11
6257257,09015551111000201001000000U1,GRUPO NEWGOL,GRUPO NEWGOL SA DE CV,551112,Tenedoras de acciones,5,CALLE,PINO,EJE VIAL,2 NORTE (EULALIA GUZMÁN),CALLE,CRISANTEMA,CALLE,FERROCARRIL CENTRAL,307,,,,0,,COLONIA,SANTA MARIA INSURGENTES,,,,6430,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,184,3,,AGONZAGALUX@GMAIL.COM,,Fijo,19.45511152,-99.15508046,2011-03
6319310,09003551111000024001000000U3,GRUPO NUTRISA ,HELADOS DE YOGURT SA DE CV,551111,Corporativos,250,BOULEVARD,Boulevard Adolfo Ruíz Cortines,CALLE,Xiximes,CALLE,Butacaris,CALLE,Xiximes,5482,,,,0,,COLONIA,PEDREGAL DE CARRASCO,,,,4739,9,Ciudad de México,3,Coyoacán,1,Coyoacán                                                                                                      ,1660,22,,,,Fijo,19.30163936,-99.16315004,2011-03
6318529,09010339913000034001000000U5,GRUPO PETROQUIMICO BETA SA DE CV,GRUPO PETROQUIMICO BETA SA DE CV,551112,Tenedoras de acciones,5,BOULEVARD,ANILLO PERIFÉRICO (ADOLFO RUÍZ CORTINES),CALLE,PICACHO,CALLE,CRIOQUE,AVENIDA,PASEO DEL PEDREGAL,4194,,EDIFICIO SIN NOMBRE,PLANTA BAJA,,,COLONIA,JARDINES DEL PEDREGAL,EDIFICIO COMERCIAL Y DE SERVICIOS,BETA,2,1900,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1307,20,,EDITH.TORRES@GPB.COM.MX,WWW.GRUPOPETROQUIMICOBETA.COM,Fijo,19.30619074,-99.20618358,2010-07
6711686,09016237999000073000000000U2,GRUPO PLAN PLANIFICACION,GRUPO PLAN PLANIFICACION SA DE CV,551111,Corporativos,30,AVENIDA,CONSTITUYENTES,AVENIDA,PASEO DE LA REFORMA,PRIVADA,CONSTITUYENTES 1056,AVENIDA,PASEO DE LA REFORMA,1162,0,,,,,COLONIA,LOMAS ALTAS,,,,11950,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1283,5,,CONTACTO@GRUPOPLAN.COM,WWW.GRUPOPLAN.COM,Fijo,19.39328448,-99.23835375,2016-01
6306986,09016551111000383001000000U5,GRUPO POCHTECA,GRUPO POCHTECA SAB DE CV,551112,Tenedoras de acciones,5,CALLE,GOBERNADOR MANUEL REYES VERAMENDI,AVENIDA,PARQUE LIRA,CERRADA,GOBERNADOR ANTONIO DIEZ DE BONILLA,CALLE,GENERAL JUAN CANO,6,,,,0,,COLONIA,SAN MIGUEL CHAPULTEPEC,,,,11850,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1175,10,5526673000,GACUNAA@POCHTECA.COM.MX,WWW.POCHTECA.COM.MX,Fijo,19.40573973,-99.1858191,2010-07
6408094,09010551111000101000000000U4,GRUPO PROFUTURO,GRUPO PROFUTURO SA DE CV,551111,Corporativos,5,BOULEVARD,ADOLFO LOPEZ MATEOS,CALLE,AJUSCO,CALLE,CALLE DE LAS ÁGUILAS,AVENIDA,AVENIDA DE LOS LEONES,2009,,,,4,,COLONIA,LOS ALPES,EDIFICIO COMERCIAL Y DE SERVICIOS,CORPORATIVO LAS FLORES,NINGUNO,1010,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,972,13,5578785804,ETEYUCO@PROFUTURO.COM.MX,,Fijo,19.35864937,-99.19460946,2014-12
9330210,09016551112000541000000000U2,GRUPOCINCOM,5M2 HOLDING SAPI DE CV,551112,Tenedoras de acciones,5,AVENIDA,Privada Rosaleda,AVENIDA,Constituyentes,PRIVADA,Rosaleda,CALLE,Ignacio Zaragoza,956,,EDIFICIO SIN NOMBRE,PLANTA BAJA,0,,COLONIA,LOMAS ALTAS,,,,11950,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1283,4,,MARTHAG@GRUPOCINCOM.COM,WWW.GRUPOCINCOM.COM,Fijo,19.39616306,-99.22661945,2020-11
6317376,09015551112000074001000000U0,HERMES ENERGÍA DEL SURESTE SA DE CV,HERMES ENERGÍA DEL SURESTE SA DE CV,551112,Tenedoras de acciones,5,AVENIDA,PASEO DE LA REFORMA,CALLE,RÍO GUADALQUIVIR,CALLE,RÍO NILO,CALLE,RÍO VOLGA,383,,EDIFICIO BANORTE,PISO 8,8,,COLONIA,CUAUHTÉMOC,,,,6500,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,930,4,,,,Fijo,19.42626531,-99.17012313,2011-03
6317377,09015551112000115001000000U1,HERMES PROYECTOS Y CONSTRUCCIONES SA DE CV,HERMES PROYECTOS Y CONSTRUCCIONES SA DE CV,551112,Tenedoras de acciones,5,AVENIDA,PASEO DE LA REFORMA,CALLE,RÍO GUADALQUIVIR,CALLE,RÍO NILO,CALLE,RÍO VOLGA,383,,EDIFICIO BANORTE,PISO 8,8,,COLONIA,CUAUHTÉMOC,,,,6500,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,930,4,,,,Fijo,19.42625898,-99.1701375,2011-03
6805407,09004551111000441001000000U7,HOTELERA SF,HOTELERA SF S DE RL DE CV,551111,Corporativos,100,AVENIDA,JUAN SALVADOR AGRAZ,AVENIDA,TAMAULIPAS,CALLE,VIALIDAD VASCO DE QUIROGA SEGUNDA ETAPA,CALLE,VIALIDAD VASCO DE QUIROGA SEGUNDA ETAPA,65,,CORPORATIVO ONE O ONE,PISO 20,20,,COLONIA,SANTA FÉ CUAJIMALPA,EDIFICIO COMERCIAL Y DE SERVICIOS,CORPORATIVO ONE O ONE,SN,5348,9,Ciudad de México,4,Cuajimalpa de Morelos,1,Cuajimalpa de Morelos                                                                                         ,369,4,,,,Fijo,19.35956213,-99.27919329,2017-11
6317464,09016551112000231001000000U4,ICELA,IMPULSORA DE CENTROS DE ENTRETENIMIENTO LAS AMÉRICAS SAPI DE CV,551112,Tenedoras de acciones,5,AVENIDA,INDUSTRIA MILITAR,BOULEVARD,PÍPILA,PERIFERICO,BOULEVARD MANUEL ÁVILA CAMACHO,AVENIDA,AVENIDA DEL CONSCRIPTO,311,SN,ACCESO 4 CABALLERIZA 6,PISO 2,0,,COLONIA,RESIDENCIAL MILITAR,,,,11200,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,514,1,5529703215,LUIS.SOLANO@CODERE.COM,,Fijo,19.43643535,-99.22076383,2014-12
6319140,09016551111000537001000000U6,IDEAL S.A. B.  DE C.V.,IMPULSORA DEL DESARROLLO Y EL EMPLEO EN AMERICA LATINA SAB DE CV,551111,Corporativos,5,AVENIDA,PASEO DE LAS PALMAS,CALLE,MONTE TABOR,CALLE,MONTES STANOVOI,CALLE,SIERRA MOJADA,781,,CARSO PALMAS,PISO 1,0,,COLONIA,LOMAS DE CHAPULTEPEC,,,,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,444,1,,JANTONELZ@IDEAL.COM.MX,WWW.IDEAL.COM.MX,Fijo,19.44207108,-99.20295514,2010-07
6879801,09010551112000145001000000U9,IKE GRUPO EMPRESARIAL,IKE GRUPO EMPRESARIAL S DE RL DE CV,551112,Tenedoras de acciones,5,BOULEVARD,BOULEVARD ADOLFO LÓPEZ MATEOS,AVENIDA,TOLUCA,CALLE,CERRADA DURANGO,AVENIDA,AVENIDA DE LOS LEONES,261,,EDIFICIO SIN NOMBRE,PISO 8,0,,COLONIA,LOS ALPES,EDIFICIO COMERCIAL Y DE SERVICIOS,CORPORATIVO 261,,1010,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,972,16,,RIVERAGU@IKEASISTENCI.COM,,Fijo,19.35724544,-99.19724021,2019-04
6309982,09016551112000165001000000U4,INDUSTRIAS PEÑOLES,INDUSTRIAS PEÑOLES TENEDORA DE ACCIONES SAB DE CV,551112,Tenedoras de acciones,30,AVENIDA,CALZADA LEGARIA,AVENIDA,CASA DE LA MONEDA,AVENIDA,RÍO SAN JOAQUÍN,CALLEJON,PRIMER SAN JOAQUÍN,549,,,,,,COLONIA,10 DE ABRIL,,,,11250,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,340,2,,OMAR_VITE@PENOLES.COM.MX,,Fijo,19.44778633,-99.2063752,2010-07
6310081,09016551111000552001000000U5,INFRAESTRUCTURA Y TRANSPORTES MEXICO SA DE CV,INFRAESTRUCTURA Y TRANSPORTES MEXICO SA DE CV,551111,Corporativos,5,CALLE,BOSQUE DE LOS CIRUELOS,CALLE,BOSQUE DE HAYAS,CALLE,BOSQUE DE NARANJOS,CALLE,BOSQUE DE NARANJOS,99,,99,PISO 4,4,,COLONIA,BOSQUES DE DE LAS LOMAS,,,,11700,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,1264,1,,ARTURO.GARCIA@FERROMEX.MX,,Fijo,19.40322762,-99.24070661,2014-12
6307286,09016551111000547001000000U5,INMUEBLES CARSO,INMUEBLES CARSO SA DE CV,551111,Corporativos,5,AVENIDA,PASEO DE LAS PALMAS,AVENIDA,RÍO SAN JOAQUÍN,CALLE,FERROCARRIL DE CUERNAVACA,AVENIDA,MIGUEL DE CERVANTES SAAVEDRA,781,,PALMAS CARSO,PISO 3,3,,COLONIA,LOMAS DE CHAPULTEPEC,,,,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,444,1,,M.RANGEL@INCARSO.COM,WWW.INMUEBLESCARSO.COM,Fijo,19.44269179,-99.20293939,2010-07
6863077,09010551112000121001000000U0,INVEKRA,INVEKRA SAPI DE CV,551112,Tenedoras de acciones,10,BOULEVARD,ANILLO PERIFERICO (ADOLFO LOPEZ MATEOS),CALLE,JARDÍN,CALLE,LAS FLORES,CIRCUNVALACION,RINCONADA TLACOPAC,314,,314,PISO 2,,,COLONIA,TLACOPAC,,,,1049,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,1044,16,,,,Fijo,19.35434003,-99.19971979,2019-04
6317228,09012551111000071000000000U5,INVERSION COMPLEMENTARIA 3G SA DE CV,INVERSION COMPLEMENTARIA 3G SA DE CV,551111,Corporativos,5,CALZADA,CALZADA DE TLALPAN,CALZADA,CALZADA DEL HUESO,CALLE,MORELOS,CALLE,EL BORDO,3222,,,,,,COLONIA,VIEJO EJIDO DE SANTA URSULA,,,,4980,9,Ciudad de México,12,Tlalpan,1,Tlalpan                                                                                                       ,360,2,,ADRIAN.GARCIA@PHSS.MX,,Fijo,19.28833872,-99.18019048,2011-03
8869787,09014551112000081000000000U8,INVERSIONISTA,PALOT SAPI CS,551112,Tenedoras de acciones,5,,3,AVENIDA,1,CIRCUITO,INTERIOR (AVENIDA REVOLUCIÓN),CALLE,1,6,,,,0,,COLONIA,SAN PEDRO DE LOS PINOS,,,,3800,9,Ciudad de México,14,Benito Juárez,1,Benito Juárez                                                                                                 ,187,1,,,,Fijo,19.39469067,-99.18525413,2019-11
6860384,09015561990001607011000000U3,INVERSIONISTAS EN AUTOTRANSPORTES MEXICANOS,INVERSIONISTAS EN AUTOTRANSPORTES MEXICANOS SA DE CV,551111,Corporativos,100,AVENIDA,PASEO DE LA REFORMA,CALLE,NIZA,AVENIDA,PASEO DE LA REFORMA,CALLE,HAMBURGO,250,,CAPITALREFORMA,PISO 23,,,COLONIA,JUAREZ,EDIFICIO COMERCIAL Y DE SERVICIOS,CAPITAL REFORMA,,6600,9,Ciudad de México,15,Cuauhtémoc,1,Cuauhtémoc                                                                                                    ,803,10,,,,Fijo,19.42845641,-99.16318922,2019-04
6257633,09016551111000261001000000U3,"J.P. MORGAN CASA DE BOLSA, J.P. MORGAN GRUPO FINANCIERO",JP MORGAN CASA DE BOLSA  JP MORGAN GRUPO FINANCIERO SA DE CV,551111,Corporativos,5,AVENIDA,PASEO DE LAS PALMAS,CALLE,SIERRA GAMÓN,CALLE,SIERRA MOJADA,CALLE,SIERRA MOJADA,405,,14 Y 16,PISO 14,1401,,COLONIA,LOMAS DE CHAPULTEPEC,EDIFICIO COMERCIAL Y DE SERVICIOS,TORRE OPTIMA,1401,11000,9,Ciudad de México,16,Miguel Hidalgo,1,Miguel Hidalgo                                                                                                ,834,3,,LEONORA.ARAIZAGUSMAN@JP.CHAZE.COM,WWW.JPMORGAN.COM.MX,Fijo,19.42990034,-99.21156797,2010-07
6232644,09010561110000061000000000U0,JAFRA COSMETICS INTERNATIONAL SA DE CV,JAFRA COSMETICS INTERNATIONAL SA DE CV,551111,Corporativos,5,BOULEVARD,ANILLO PERIFÉRICO (ADOLFO LÓPEZ MATEOS),CALLE,LAS FLORES,CALLE,BARRANCA PILARES,CALLE,LAS FLORES,2273,,,,,,COLONIA,LAS AGUILAS,,,,1710,9,Ciudad de México,10,Álvaro Obregón,1,Álvaro Obregón                                                                                                ,103A,8,,CONTACTO@JAFRA.COM.MX,WWW.JAFRA.COM.MX,Fijo,19.35466325,-99.20002271,2010-07
